Date;Time;CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH
21/03/2004;07.00.00;1,9;1396;175;10,2;1367;278;1405;106;1829;-200;9,8;46,4;0,9798
21/03/2004;08.00.00;1,2;1232;126;10,4;1228;246;987;102;2057;749;8,6;56,6;1,1532
21/03/2004;09.00.00;1,7;1412;190;11,1;1509;333;1427;143;1905;-200;10,2;53,4;1,0262
21/03/2004;10.00.00;2,3;1441;-200;18,4;1864;229;1240;119;1765;947;13,6;56,0;0,8755
21/03/2004;11.00.00;1,8;1259;200;10,8;1471;282;1334;113;1766;882;14,5;51,1;0,9183
21/03/2004;12.00.00;2,3;1497;202;12,4;1496;299;1408;158;1656;874;12,8;56,4;1,0152
21/03/2004;13.00.00;2,4;1500;170;13,3;1428;308;1295;125;1827;543;10,3;43,5;1,0148
21/03/2004;14.00.00;1,9;1448;187;12,4;1419;368;1561;-200;-200;347;17,1;55,2;1,1692
21/03/2004;15.00.00;2,2;1388;207;14,4;1663;341;1314;136;1920;727;14,9;54,8;1,0765
21/03/2004;16.00.00;1,2;1219;169;14,2;1280;274;1187;118;1861;-200;16,6;70,0;1,0366
21/03/2004;17.00.00;1,7;1331;187;9,9;1221;211;1329;142;1879;705;19,4;34,5;1,1740
21/03/2004;18.00.00;1,9;1421;182;12,6;1477;230;1179;133;1584;513;17,9;48,5;1,2725
21/03/2004;19.00.00;1,5;1323;243;10,6;1306;305;1405;137;1793;816;20,7;51,8;1,1525
21/03/2004;20.00.00;2,2;1448;236;13,0;1411;-200;-200;116;1878;860;19,6;69,6;1,1448
21/03/2004;21.00.00;1,1;1239;212;12,5;1587;300;1373;41;1467;517;18,4;59,9;1,0945
21/03/2004;22.00.00;1,3;1206;197;13,9;1578;204;908;83;1673;-200;20,0;44,1;1,0751
21/03/2004;23.00.00;1,4;1315;-200;12,5;1522;239;1217;114;1865;923;17,3;70,5;1,0964
22/03/2004;00.00.00;2,0;1439;232;12,6;1354;249;1201;154;2040;1044;17,4;61,7;1,1589
22/03/2004;01.00.00;1,1;1331;223;12,2;1355;263;1324;186;2271;1140;13,6;71,7;0,9311
22/03/2004;02.00.00;1,8;1393;250;10,0;1340;352;1324;119;1894;511;17,7;62,5;1,0076
22/03/2004;03.00.00;1,5;1335;-200;9,6;1322;208;1236;110;1963;1152;10,7;53,2;0,9798
22/03/2004;04.00.00;1,3;1278;188;10,9;1529;127;834;135;1994;1139;12,2;70,1;0,9192
22/03/2004;05.00.00;1,8;1322;203;13,9;1531;278;1211;142;1903;789;12,9;29,8;1,2130
22/03/2004;06.00.00;1,8;1424;219;11,0;1517;280;1103;143;2105;1256;12,9;53,2;1,0296
22/03/2004;07.00.00;1,7;1335;151;11,0;1415;170;932;126;2008;678;10,0;44,2;0,9323
22/03/2004;08.00.00;2,0;1394;229;8,1;1180;231;1163;80;1669;1097;9,0;49,7;1,0377
22/03/2004;09.00.00;-200,0;-200;195;16,8;1562;265;1366;146;2080;742;10,5;50,4;0,8456
22/03/2004;10.00.00;2,3;1453;284;12,1;1485;361;1425;144;1903;680;7,7;37,4;1,0468
22/03/2004;11.00.00;2,6;1486;217;7,6;1144;268;1108;103;1579;671;6,9;60,3;1,0621
22/03/2004;12.00.00;2,9;1592;243;14,2;1496;324;1138;175;2291;592;12,5;48,1;0,9699
22/03/2004;13.00.00;2,1;1417;217;13,2;1375;210;1187;164;2229;596;14,2;60,9;1,0100
22/03/2004;14.00.00;3,1;1618;223;13,8;1491;374;1384;179;1805;788;15,1;40,3;0,9520
22/03/2004;15.00.00;1,9;1403;220;10,0;1358;237;1123;125;1739;918;16,7;31,1;0,8045
22/03/2004;16.00.00;2,4;1481;231;14,6;1488;425;1659;154;2109;1138;20,4;37,7;1,1883
22/03/2004;17.00.00;2,5;1478;256;14,6;1460;276;1239;123;1547;887;18,6;55,8;0,8192
22/03/2004;18.00.00;2,3;1428;-200;13,7;1492;-200;-200;105;1975;626;20,2;44,6;1,1293
22/03/2004;19.00.00;1,9;1393;213;10,4;1364;310;1338;135;2157;967;18,9;45,2;1,0802
22/03/2004;20.00.00;1,9;1350;183;10,7;1331;234;1316;93;1456;863;17,6;55,5;1,1248
22/03/2004;21.00.00;1,7;1303;177;10,7;1526;317;1361;130;1960;898;21,4;46,3;0,9406
22/03/2004;22.00.00;1,6;1274;246;10,3;1325;149;782;129;1767;539;14,9;45,7;1,2607
22/03/2004;23.00.00;1,9;1393;209;13,1;1504;257;1132;113;1736;726;14,9;51,8;1,0729
23/03/2004;00.00.00;1,7;1394;-200;10,6;1416;280;1232;191;1931;916;20,9;54,6;1,0872
23/03/2004;01.00.00;1,3;1279;164;8,7;1275;216;1218;108;1802;646;17,4;41,5;1,0774
23/03/2004;02.00.00;1,8;1398;268;12,4;1322;188;952;141;1963;616;15,6;54,6;1,1001
23/03/2004;03.00.00;1,6;1318;169;16,0;1515;319;1353;126;1778;938;17,5;60,0;0,8359
23/03/2004;04.00.00;1,8;1369;191;10,0;1191;244;1180;164;2242;918;13,8;53,2;0,9574
23/03/2004;05.00.00;1,8;1449;218;10,3;1180;227;1257;126;2142;-200;9,7;44,7;0,8413
23/03/2004;06.00.00;1,5;1341;224;10,8;1365;192;984;92;1631;784;9,4;52,3;0,7846
23/03/2004;07.00.00;1,7;1387;221;12,9;1569;266;1249;146;1754;1091;13,1;67,2;0,9273
23/03/2004;08.00.00;2,2;1431;159;13,6;1550;278;1409;99;1396;635;9,7;44,6;0,8800
23/03/2004;09.00.00;2,3;1462;202;12,4;1489;284;1358;120;2071;521;10,0;47,5;0,9371
23/03/2004;10.00.00;2,2;1469;182;11,6;1278;384;1529;129;1797;581;7,9;42,7;0,9289
23/03/2004;11.00.00;2,4;1447;180;17,0;1698;394;1458;133;1871;1004;10,2;58,0;0,9280
23/03/2004;12.00.00;2,8;1445;234;15,9;1648;346;1408;145;1839;848;12,4;55,1;0,8589
23/03/2004;13.00.00;2,3;1480;155;16,1;1771;350;1390;133;1771;1089;16,2;60,4;1,0196
23/03/2004;14.00.00;2,7;1580;259;14,7;1570;257;1299;157;2071;1185;18,2;54,2;0,8984
23/03/2004;15.00.00;2,4;1487;245;12,7;1606;325;1403;128;1816;931;17,2;55,5;1,0205
23/03/2004;16.00.00;2,4;1443;269;13,5;1489;329;1296;160;1753;801;18,8;52,0;0,9901
23/03/2004;17.00.00;2,7;1520;198;17,0;1693;314;1502;128;1884;726;17,9;48,3;1,2072
23/03/2004;18.00.00;2,5;1398;195;14,0;1617;290;1401;111;1620;1048;17,6;43,9;1,0968
23/03/2004;19.00.00;2,4;1458;252;-200,0;-200;261;1137;113;1874;606;19,4;41,8;1,1745
23/03/2004;20.00.00;2,4;1422;255;15,6;1427;297;1260;135;1804;767;21,3;41,9;1,1041
23/03/2004;21.00.00;1,9;1340;246;-200,0;-200;325;1335;166;1909;-200;17,5;39,9;1,1272
23/03/2004;22.00.00;2,0;1332;243;14,4;1785;331;1444;138;1795;783;17,2;39,8;1,1020
23/03/2004;23.00.00;1,6;1246;203;8,4;1231;244;1108;117;1533;945;20,1;68,3;1,1562
24/03/2004;00.00.00;1,7;1282;186;12,1;1474;298;1229;132;1952;800;13,6;59,9;1,0333
24/03/2004;01.00.00;1,5;1327;216;13,0;1343;188;1164;93;1915;206;13,6;43,6;1,1237
24/03/2004;02.00.00;1,5;1280;182;11,1;1388;264;1284;79;1695;511;14,6;45,7;1,0393
24/03/2004;03.00.00;1,7;1283;-200;12,2;1540;238;981;104;1719;639;18,4;33,2;1,0002
24/03/2004;04.00.00;1,3;1302;178;11,8;1201;197;1159;-200;-200;952;11,2;43,1;0,9334
24/03/2004;05.00.00;2,3;1461;226;10,9;1365;381;1314;217;2224;612;12,0;60,5;1,0791
24/03/2004;06.00.00;1,4;1171;230;11,8;1411;221;1080;186;1962;1066;10,3;46,5;0,9297
24/03/2004;07.00.00;1,5;1351;184;9,0;1284;235;1134;187;2312;866;10,0;55,1;0,8434
24/03/2004;08.00.00;2,3;1473;205;12,5;1636;270;1194;110;1678;740;5,7;44,1;0,7683
24/03/2004;09.00.00;2,4;1511;-200;11,6;1352;318;1271;199;2196;866;13,0;46,2;0,9150
24/03/2004;10.00.00;2,4;1476;187;14,6;1484;377;1351;127;2112;804;8,9;56,3;0,9745
24/03/2004;11.00.00;2,5;1588;246;14,4;1503;261;1274;200;2156;988;8,8;52,7;0,8115
24/03/2004;12.00.00;2,4;1466;226;14,0;1736;342;1224;161;2057;1192;17,3;37,9;1,1473
24/03/2004;13.00.00;2,2;1310;215;13,0;1465;330;1307;114;2139;775;12,9;47,8;1,0242
24/03/2004;14.00.00;2,5;1460;235;13,9;1553;245;1269;200;2126;795;17,8;34,6;1,3266
24/03/2004;15.00.00;2,3;1481;174;16,6;1399;382;1505;194;2318;913;14,0;70,7;1,1004
24/03/2004;16.00.00;2,7;1553;-200;16,1;1616;344;1249;122;1758;878;19,4;51,2;0,9978
24/03/2004;17.00.00;2,3;1455;203;10,7;1317;346;1199;155;2145;651;20,3;34,4;1,3309
24/03/2004;18.00.00;2,0;1351;198;10,9;1356;188;968;81;1705;1091;18,9;62,4;1,1557
24/03/2004;19.00.00;-200,0;-200;-200;11,6;1350;361;1204;128;2234;771;20,2;41,9;1,0945
24/03/2004;20.00.00;2,1;1424;232;11,8;1258;387;1485;130;1621;724;18,3;50,6;1,1499
24/03/2004;21.00.00;1,7;1339;-200;9,7;1260;254;1162;121;1719;481;21,9;53,9;1,3119
24/03/2004;22.00.00;1,5;1327;166;12,2;1559;211;1084;178;1938;972;19,1;50,5;1,1371
24/03/2004;23.00.00;1,7;1352;173;11,3;1378;128;1008;94;1650;794;15,6;60,5;0,8844
25/03/2004;00.00.00;1,6;1315;163;11,7;1206;-200;-200;126;1970;1097;18,7;51,8;1,2820
25/03/2004;01.00.00;1,4;1222;194;7,3;1048;272;1268;149;1676;813;16,5;51,9;0,9126
25/03/2004;02.00.00;-200,0;-200;182;7,6;1206;227;1133;87;1712;698;15,3;44,1;1,1198
25/03/2004;03.00.00;1,6;1416;176;10,1;1198;163;956;105;1736;623;10,4;33,1;1,0025
25/03/2004;04.00.00;1,1;1313;182;11,5;1397;299;1264;156;1959;772;16,4;46,2;1,1447
25/03/2004;05.00.00;1,2;1279;155;11,4;1495;197;1116;164;1992;1077;11,3;41,6;0,8326
25/03/2004;06.00.00;1,5;1223;242;13,1;1501;174;1142;117;1614;745;10,8;46,6;1,0265
25/03/2004;07.00.00;1,8;1271;183;10,2;1212;268;1097;-200;-200;744;10,1;56,8;0,9638
25/03/2004;08.00.00;2,1;1391;195;13,6;1494;309;1205;188;1821;713;12,0;40,8;0,8479
25/03/2004;09.00.00;2,6;1511;155;16,2;1684;242;1184;139;1892;792;12,6;53,8;0,9298
25/03/2004;10.00.00;-200,0;-200;175;14,9;1470;297;1084;173;2118;842;11,4;46,3;1,0497
25/03/2004;11.00.00;2,3;1470;201;10,0;1193;386;1502;133;1933;803;14,6;44,3;1,0894
25/03/2004;12.00.00;2,4;1415;213;15,1;1544;251;1307;107;1900;1057;13,3;35,0;0,9248
25/03/2004;13.00.00;2,2;1516;237;13,0;1605;328;1593;143;1948;760;13,2;39,6;1,0357
25/03/2004;14.00.00;2,5;1574;-200;13,9;1396;308;1326;142;2163;774;13,8;37,9;1,0232
25/03/2004;15.00.00;2,4;1413;235;17,8;1645;346;1479;120;1671;779;16,8;56,0;1,0837
25/03/2004;16.00.00;2,5;1412;244;13,6;1358;270;1243;140;2045;1135;11,5;58,4;0,9077
25/03/2004;17.00.00;2,1;1416;233;13,5;1398;313;1489;135;1785;886;18,2;34,3;1,0373
25/03/2004;18.00.00;2,4;1544;253;13,0;1436;261;1179;156;1863;609;18,8;37,3;1,0781
25/03/2004;19.00.00;2,6;1516;192;12,7;1419;209;1152;182;2230;704;18,3;62,2;0,9040
25/03/2004;20.00.00;2,0;1406;225;-200,0;-200;208;1176;170;1958;575;19,9;60,9;1,0522
25/03/2004;21.00.00;2,0;1376;262;11,1;1332;262;1263;137;1290;837;20,7;67,4;1,0607
25/03/2004;22.00.00;2,0;1398;250;12,2;1586;277;1177;122;1907;383;20,5;66,3;1,0577
25/03/2004;23.00.00;1,5;1352;252;10,4;1336;303;1170;170;2026;1007;18,8;46,5;1,0332
26/03/2004;00.00.00;1,6;1347;206;7,1;1131;261;1325;129;2104;1091;17,6;58,7;1,2143
26/03/2004;01.00.00;1,5;1332;177;10,1;1246;314;1354;112;1837;534;19,6;53,6;0,9641
26/03/2004;02.00.00;1,5;1222;119;13,0;1356;226;1159;135;1916;698;18,1;60,1;0,9053
26/03/2004;03.00.00;-200,0;-200;151;11,6;1391;-200;-200;70;1685;879;12,8;48,0;0,8089
26/03/2004;04.00.00;1,6;1232;181;10,7;1379;192;1169;117;1706;630;14,8;65,4;0,9531
26/03/2004;05.00.00;1,8;1366;193;11,8;1563;269;1275;-200;-200;344;9,8;33,0;0,8910
26/03/2004;06.00.00;2,2;1429;191;10,8;1263;256;1276;120;1803;1244;10,7;59,3;0,9680
26/03/2004;07.00.00;2,2;1426;224;10,9;1475;255;1158;-200;-200;532;8,6;36,9;0,6863
26/03/2004;08.00.00;2,6;1572;-200;13,3;1591;309;1372;185;2238;631;11,1;51,7;0,9118
26/03/2004;09.00.00;1,9;1344;208;11,4;1327;211;966;188;2222;842;8,6;36,4;0,7829
26/03/2004;10.00.00;2,5;1480;248;11,5;1302;329;1361;135;1806;952;10,8;40,0;1,0658
26/03/2004;11.00.00;2,4;1424;208;12,7;1290;349;1473;139;2013;952;11,9;39,0;0,9073
26/03/2004;12.00.00;3,1;1674;275;12,0;1400;310;1248;-200;-200;581;11,0;45,8;0,8853
26/03/2004;13.00.00;2,2;1461;181;15,6;1552;322;1360;160;2075;952;14,7;57,1;1,0807
26/03/2004;14.00.00;2,2;1481;208;14,3;1621;377;1484;88;1406;652;18,0;58,6;1,0212
26/03/2004;15.00.00;2,3;1501;228;8,3;1248;353;1318;134;1889;399;16,8;49,5;0,9844
26/03/2004;16.00.00;1,8;1458;146;13,3;1265;286;1386;144;1809;1168;18,4;63,4;0,9726
26/03/2004;17.00.00;2,2;1530;200;11,6;1375;325;1382;125;1673;972;21,7;42,6;1,1003
26/03/2004;18.00.00;2,0;1420;232;11,0;1378;368;1268;127;1677;871;18,2;54,1;1,0014
26/03/2004;19.00.00;2,2;1442;202;13,9;1469;306;1321;173;1878;1129;21,4;56,8;1,0302
26/03/2004;20.00.00;2,1;1393;158;11,9;1485;331;1508;140;1940;630;20,6;51,4;1,0798
26/03/2004;21.00.00;2,4;1523;196;-200,0;-200;330;1360;184;2207;523;20,7;59,0;1,3192
26/03/2004;22.00.00;2,0;1442;170;9,4;1374;273;1182;189;2226;527;19,9;34,5;1,2648
26/03/2004;23.00.00;1,5;1258;209;12,8;1383;305;1257;145;1809;834;18,0;42,9;1,2776
27/03/2004;00.00.00;1,0;1235;183;12,1;1370;167;1019;111;1755;-200;16,9;40,1;1,0411
27/03/2004;01.00.00;1,4;1323;144;11,1;1547;251;1082;174;2130;539;17,7;54,5;1,1045
27/03/2004;02.00.00;0,8;1104;124;7,3;1032;179;1199;40;1590;716;17,8;53,3;1,2020
27/03/2004;03.00.00;1,8;1362;181;12,1;1416;291;1374;88;1984;906;13,8;47,7;1,0210
27/03/2004;04.00.00;1,6;1320;199;12,5;1460;242;1292;155;1879;1041;13,9;50,5;0,8931
27/03/2004;05.00.00;1,2;1240;166;10,4;1256;278;1106;198;2313;701;12,6;44,4;0,9840
27/03/2004;06.00.00;0,9;1139;188;11,6;1428;263;1239;139;1778;1139;12,1;64,3;0,8113
27/03/2004;07.00.00;2,0;1304;218;12,3;1488;251;1310;145;1730;1020;8,9;45,2;0,8118
27/03/2004;08.00.00;1,7;1295;215;11,9;1424;293;1192;119;1639;611;9,9;53,5;0,9754
27/03/2004;09.00.00;2,2;1395;173;15,4;1587;317;1327;160;2039;849;8,3;35,0;0,5793
27/03/2004;10.00.00;1,5;1311;185;10,0;1350;261;1112;164;2013;670;10,5;64,0;0,8202
27/03/2004;11.00.00;1,9;1393;238;8,6;1155;335;1455;159;2089;715;10,1;50,2;0,8185
27/03/2004;12.00.00;2,1;1442;193;11,9;1333;301;1281;144;1529;1132;12,7;46,8;0,7834
27/03/2004;13.00.00;2,2;1369;191;11,3;1409;-200;-200;174;2089;799;10,4;57,2;0,9854
27/03/2004;14.00.00;2,1;1357;197;9,3;1227;321;1230;150;1823;966;13,6;51,6;0,9876
27/03/2004;15.00.00;2,4;1443;205;14,0;1494;341;1538;162;1680;917;15,4;52,2;0,9634
27/03/2004;16.00.00;1,8;1363;208;11,6;1128;145;995;165;1937;1168;18,2;54,7;1,1811
27/03/2004;17.00.00;2,0;1385;192;8,4;1286;417;1615;112;1695;735;16,0;46,8;0,8918
27/03/2004;18.00.00;-200,0;-200;148;15,1;1685;433;1605;139;2174;827;19,7;49,2;1,1339
27/03/2004;19.00.00;2,0;1445;245;10,5;1386;244;1097;143;1814;861;19,1;42,7;1,0784
27/03/2004;20.00.00;1,9;1332;222;10,6;1406;307;1150;-200;-200;460;20,2;65,6;1,0729
27/03/2004;21.00.00;1,2;1198;191;12,3;1510;189;1059;91;1616;365;20,3;39,3;1,0748
27/03/2004;22.00.00;1,0;1204;176;10,8;1323;143;1098;101;2053;720;20,7;37,1;1,0143
27/03/2004;23.00.00;1,7;1341;192;13,6;1393;228;960;165;2376;1188;20,3;40,6;1,0269
28/03/2004;00.00.00;1,4;1310;167;-200,0;-200;163;1222;121;1735;455;15,9;63,2;1,0256
28/03/2004;01.00.00;1,0;1198;123;9,4;1377;242;1267;123;1667;1049;17,4;48,9;1,2248
28/03/2004;02.00.00;1,7;1420;248;11,6;1271;285;1290;142;1955;808;12,6;47,6;0,7433
28/03/2004;03.00.00;1,3;1170;188;13,1;1527;313;1316;143;1834;150;14,2;47,0;0,8411
28/03/2004;04.00.00;1,6;1366;150;9,6;1306;245;1276;147;2211;913;12,9;51,8;1,0656
28/03/2004;05.00.00;1,4;1283;160;10,1;1291;280;1138;129;2098;530;11,7;47,5;0,9786
28/03/2004;06.00.00;2,1;1343;221;12,4;1394;289;1323;137;1758;986;8,9;39,3;0,9906
28/03/2004;07.00.00;2,1;1316;221;13,7;1513;291;1314;174;2060;582;10,1;49,0;0,9442
28/03/2004;08.00.00;1,6;1268;176;9,0;1187;215;1309;117;1766;764;8,9;50,0;0,7889
28/03/2004;09.00.00;-200,0;-200;181;-200,0;-200;279;1222;183;2060;881;9,6;39,7;0,8992
28/03/2004;10.00.00;-200,0;-200;197;11,1;1222;279;1264;125;1843;710;14,1;40,4;1,0347
28/03/2004;11.00.00;2,5;1486;166;13,7;1229;345;1384;140;1805;430;11,9;47,8;0,9281
28/03/2004;12.00.00;1,8;1350;191;11,3;1394;190;1028;158;2142;873;14,3;50,2;1,0580
28/03/2004;13.00.00;2,4;1434;207;13,3;1475;372;1592;218;2523;-200;17,6;30,5;1,1598
28/03/2004;14.00.00;2,5;1494;271;-200,0;-200;312;1227;-200;-200;-200;13,4;44,2;1,0579
28/03/2004;15.00.00;1,7;1307;186;13,9;1207;257;1062;159;1865;577;14,1;29,4;0,8929
28/03/2004;16.00.00;1,8;1441;210;11,1;1170;310;1344;149;1945;671;20,3;59,3;1,0520
28/03/2004;17.00.00;1,4;1226;241;10,3;1269;274;1175;115;1796;1259;16,0;55,3;1,0397
28/03/2004;18.00.00;1,9;1393;174;13,9;1581;295;1315;148;2029;667;17,4;43,5;1,0314
28/03/2004;19.00.00;2,0;1496;192;14,9;1362;353;1470;104;1602;-200;20,9;51,6;1,0798
28/03/2004;20.00.00;2,2;1468;198;11,5;1420;196;1107;119;1688;651;18,8;40,5;1,2535
28/03/2004;21.00.00;1,6;1262;147;12,6;1403;187;1077;144;1894;937;20,4;54,1;0,9850
28/03/2004;22.00.00;1,9;1310;200;10,2;1324;237;968;108;1659;834;20,3;45,4;0,9198
28/03/2004;23.00.00;0,9;1200;212;11,3;1360;289;1334;123;2040;1029;14,8;69,1;1,1044
29/03/2004;00.00.00;1,1;1218;207;12,0;1395;260;1239;101;1956;549;20,9;47,2;1,1116
29/03/2004;01.00.00;1,5;1361;-200;10,5;1320;229;1346;116;1901;1392;20,9;46,6;1,0207
29/03/2004;02.00.00;1,6;1350;179;13,5;1583;269;1353;164;2088;-200;14,8;48,0;0,9827
29/03/2004;03.00.00;1,5;1277;161;10,5;1327;278;1108;95;1848;426;15,3;40,7;1,2000
29/03/2004;04.00.00;0,9;1161;246;9,9;1398;242;1290;117;1785;814;17,4;31,2;1,1425
29/03/2004;05.00.00;1,6;1258;205;12,0;1357;301;1172;146;2044;-200;12,1;41,9;0,9923
29/03/2004;06.00.00;1,4;1278;142;8,8;1351;250;1284;134;1589;803;8,1;59,1;0,8032
29/03/2004;07.00.00;2,1;1344;288;9,4;1247;-200;-200;123;1862;551;10,8;38,3;0,9726
29/03/2004;08.00.00;2,1;1467;210;12,8;1416;309;1505;153;2015;729;8,1;43,0;0,8087
29/03/2004;09.00.00;1,8;1398;117;10,2;1132;259;1180;106;1589;989;9,9;48,6;1,1508
29/03/2004;10.00.00;2,1;1447;256;9,8;1197;289;1349;127;1991;686;13,2;65,8;1,0234
29/03/2004;11.00.00;2,0;1341;141;13,6;1410;324;1450;-200;-200;481;14,1;64,7;0,9581
29/03/2004;12.00.00;2,4;1475;-200;15,9;1412;269;1285;167;1818;823;9,8;49,8;0,8093
29/03/2004;13.00.00;2,8;1534;258;15,3;1476;298;1130;155;2098;696;14,9;49,8;1,1931
29/03/2004;14.00.00;2,2;1445;236;10,0;1370;300;1315;157;2026;904;14,5;22,0;0,9467
29/03/2004;15.00.00;2,6;1553;275;13,6;1560;332;1421;128;1847;780;14,5;42,8;1,1318
29/03/2004;16.00.00;2,3;1429;248;11,9;1227;311;1323;153;1938;907;18,0;57,3;1,0669
29/03/2004;17.00.00;2,1;1399;269;10,5;1492;301;1217;-200;-200;808;19,6;51,9;1,1240
29/03/2004;18.00.00;2,2;1477;213;12,6;1514;307;1295;126;1691;545;21,9;57,0;1,1550
29/03/2004;19.00.00;1,8;1307;192;11,5;1583;267;1325;132;1947;832;20,9;53,3;1,0303
29/03/2004;20.00.00;1,8;1329;194;11,2;1470;-200;-200;118;1606;681;19,6;51,1;0,9964
29/03/2004;21.00.00;1,5;1302;236;13,0;1639;255;1258;134;1821;742;19,5;40,9;1,1335
29/03/2004;22.00.00;2,3;1512;201;15,3;1605;313;1301;159;2074;889;22,2;53,3;1,2259
29/03/2004;23.00.00;1,7;1282;-200;10,7;1255;291;1325;124;1790;783;17,7;66,1;1,1688
30/03/2004;00.00.00;1,4;1360;-200;10,4;1343;133;755;41;1452;615;16,8;34,8;1,0190
30/03/2004;01.00.00;1,6;1248;172;10,7;1109;189;1074;105;1844;475;16,3;46,2;0,9604
30/03/2004;02.00.00;1,5;1370;229;12,0;1382;280;1223;96;1723;940;15,0;39,9;1,1524
30/03/2004;03.00.00;1,5;1350;206;11,6;1373;219;1142;140;1826;1022;13,0;66,7;0,9607
30/03/2004;04.00.00;1,8;1278;137;-200,0;-200;156;896;113;1595;517;15,0;52,4;0,7847
30/03/2004;05.00.00;1,9;1293;180;11,5;1395;318;1373;122;1753;788;12,1;44,5;1,0425
30/03/2004;06.00.00;1,6;1354;120;8,2;1165;301;1495;157;2279;874;14,0;48,2;0,9609
30/03/2004;07.00.00;1,7;1320;189;-200,0;-200;202;1112;110;1602;1012;13,4;62,6;0,8758
30/03/2004;08.00.00;1,9;1333;199;9,5;1198;218;1140;144;1780;767;11,2;50,3;1,0588
30/03/2004;09.00.00;1,4;1378;178;10,4;1296;413;1777;110;1411;481;9,8;57,3;0,9624
30/03/2004;10.00.00;1,8;1299;240;12,8;1370;238;1082;121;1747;595;7,9;51,4;0,8287
30/03/2004;11.00.00;2,8;1516;245;12,0;1135;389;1527;120;1778;683;10,2;71,0;0,5734
30/03/2004;12.00.00;2,9;1554;311;13,6;1478;415;1689;142;1765;791;15,5;71,5;0,9433
30/03/2004;13.00.00;2,4;1341;-200;13,3;1416;247;1156;163;1837;384;13,0;62,3;1,1067
30/03/2004;14.00.00;2,7;1539;246;16,4;1572;286;1357;124;1705;931;13,5;40,6;0,9489
30/03/2004;15.00.00;2,6;1469;235;13,3;1479;378;1474;-200;-200;832;18,6;41,2;1,1497
30/03/2004;16.00.00;3,4;1711;242;14,9;1500;287;1168;232;2245;545;17,8;49,7;1,0528
30/03/2004;17.00.00;2,7;1584;211;12,2;1516;271;1226;161;2026;791;18,5;51,5;1,0832
30/03/2004;18.00.00;2,2;1453;-200;16,1;1531;291;1279;154;1961;779;20,9;51,4;1,1210
30/03/2004;19.00.00;1,8;1380;199;13,2;1378;273;1184;118;1674;877;17,5;51,7;1,2186
30/03/2004;20.00.00;1,5;1311;192;8,8;1164;315;1169;161;1857;803;19,3;61,9;1,1069
30/03/2004;21.00.00;1,9;1351;227;14,9;1560;298;1256;174;2178;407;22,3;57,7;1,1211
30/03/2004;22.00.00;-200,0;-200;-200;12,5;1440;258;1067;112;1352;836;20,1;45,5;1,2109
30/03/2004;23.00.00;1,2;1310;171;10,9;1289;223;1201;156;2120;676;20,0;54,0;1,0383
31/03/2004;00.00.00;1,4;1311;-200;12,1;1402;180;1116;167;2312;814;20,1;69,9;1,1666
31/03/2004;01.00.00;1,2;1248;192;12,7;1470;284;1141;61;1443;541;18,4;67,9;1,1638
31/03/2004;02.00.00;2,0;1431;182;10,5;1385;262;1232;165;1916;860;14,3;48,9;0,9011
31/03/2004;03.00.00;1,8;1353;190;10,8;1327;279;1125;112;2124;741;13,9;50,6;0,9587
31/03/2004;04.00.00;1,6;1322;180;11,1;1273;251;1167;171;2143;512;8,9;43,7;0,7953
31/03/2004;05.00.00;2,1;1447;285;9,7;1206;271;1176;117;1551;280;14,7;38,6;1,0916
31/03/2004;06.00.00;1,8;1250;164;13,0;1476;263;1275;153;1931;477;11,6;48,6;0,9162
31/03/2004;07.00.00;1,6;1367;174;10,7;1406;258;1054;79;1438;762;8,3;31,8;0,9864
31/03/2004;08.00.00;2,5;1533;207;12,1;1422;291;1380;182;2052;904;6,8;39,6;1,1033
31/03/2004;09.00.00;2,3;1419;205;11,3;1326;268;1359;148;1819;668;9,2;45,0;0,8777
31/03/2004;10.00.00;1,9;1449;238;11,8;1333;316;1318;177;2269;587;10,4;55,2;0,8785
31/03/2004;11.00.00;2,3;1348;211;12,9;1525;365;1296;124;1909;977;11,6;58,3;1,1177
31/03/2004;12.00.00;2,2;1451;175;14,3;1393;320;1131;149;2050;684;9,7;56,4;0,9424
31/03/2004;13.00.00;2,1;1415;254;14,2;1461;387;1583;186;1945;676;12,0;52,0;1,0325
31/03/2004;14.00.00;2,8;1540;241;11,3;1508;313;1524;154;1884;1168;15,6;47,1;0,9452
31/03/2004;15.00.00;3,1;1612;254;15,0;1668;453;1611;174;1830;855;21,4;52,6;1,1863
31/03/2004;16.00.00;2,0;1431;229;14,5;1544;324;1232;161;1809;1015;18,2;48,0;1,0847
31/03/2004;17.00.00;-200,0;-200;188;12,6;1381;179;950;103;1794;874;19,4;66,2;1,1102
31/03/2004;18.00.00;2,1;1461;211;11,8;1363;390;1598;125;1777;645;16,8;41,2;1,0124
31/03/2004;19.00.00;2,0;1376;234;11,2;1367;-200;-200;173;2017;976;19,8;50,6;1,2051
31/03/2004;20.00.00;1,8;1415;185;12,7;1646;283;1169;75;1735;574;17,3;65,5;1,0494
31/03/2004;21.00.00;1,6;1354;207;11,8;1492;-200;-200;165;2185;1130;19,6;32,5;1,0801
